Contig	SoftClippedBases	TotalBases	Fraction
NODE_2584_length_21640_cov_3.755211	126850	1631797	0.0777364
NODE_2522_length_21811_cov_3.243920	188607	1687462	0.11177
NODE_1248_length_27039_cov_3.815999	106099	2034544	0.0521488
NODE_3031_length_20443_cov_3.373034	201706	1895220	0.106429
NODE_2088_length_23215_cov_3.442594	232579	2255977	0.103095
NODE_3099_length_20293_cov_3.423145	108755	1633392	0.0665823
NODE_96_length_47623_cov_3.731209	274526	3608894	0.0760693
NODE_2448_length_22022_cov_3.508370	337157	1951474	0.17277
NODE_1714_length_24609_cov_3.984986	178793	2035372	0.0878429
NODE_1257_length_26975_cov_3.702039	134833	2089909	0.0645162
NODE_2570_length_21684_cov_3.428863	210779	1596792	0.132002
NODE_2234_length_22672_cov_3.555265	274227	1954404	0.140312
NODE_3193_length_20120_cov_3.310973	146408	1430860	0.102322
NODE_997_length_28786_cov_3.877784	164629	2261314	0.0728024
NODE_2597_length_21610_cov_3.716099	242753	1856871	0.130732
NODE_2681_length_21390_cov_3.331032	330300	2142123	0.154193
NODE_992_length_28798_cov_3.273668	178773	2139850	0.0835446
NODE_2244_length_22646_cov_3.652238	93853	1713608	0.0547692
NODE_2714_length_21270_cov_3.729205	325551	1932150	0.168492
NODE_1851_length_24018_cov_3.448179	164583	1800311	0.0914192
NODE_2285_length_22524_cov_3.620691	204912	2145402	0.0955122
NODE_1628_length_24972_cov_3.357938	204524	2011544	0.101675
NODE_365_length_36963_cov_3.851671	206813	2716784	0.0761242
NODE_499_length_34210_cov_3.693589	136998	2523386	0.0542913
NODE_2405_length_22153_cov_3.091639	766445	4252326	0.180241
NODE_563_length_33326_cov_3.683149	429137	3097381	0.138548
NODE_1479_length_25716_cov_3.786782	128790	1912079	0.067356
NODE_1952_length_23626_cov_3.223615	694698	3565793	0.194823
NODE_1708_length_24619_cov_3.481077	256641	2004850	0.12801
NODE_1920_length_23714_cov_3.597459	390673	2739234	0.142621
NODE_2534_length_21776_cov_4.427827	154520	1701919	0.0907916
NODE_1777_length_24390_cov_3.400148	247601	1958879	0.126399
NODE_1634_length_24941_cov_3.708961	181125	1790905	0.101136
NODE_3135_length_20234_cov_3.317010	133112	1459383	0.0912111
NODE_1002_length_28759_cov_3.406211	158045	2240395	0.0705434
NODE_1102_length_27970_cov_3.517994	222814	2218066	0.100454
NODE_2128_length_23059_cov_3.644556	109078	1697801	0.0642466
NODE_383_length_36481_cov_3.434830	878106	5512866	0.159283
NODE_1218_length_27227_cov_3.263381	180483	2077316	0.0868828
NODE_671_length_31963_cov_3.226023	1530744	7826731	0.195579
NODE_1913_length_23729_cov_3.783157	122358	1844866	0.0663235
NODE_2013_length_23413_cov_3.279403	317053	2329876	0.136081
NODE_990_length_28828_cov_3.612308	429692	2931926	0.146556
NODE_819_length_30299_cov_3.458013	328132	2911296	0.11271
NODE_2280_length_22531_cov_3.773315	135255	1690527	0.0800076
NODE_884_length_29649_cov_3.476345	204732	2248875	0.0910375
NODE_2744_length_21198_cov_3.776198	179272	1605468	0.111663
NODE_616_length_32565_cov_3.378611	196185	2282182	0.0859638
NODE_1161_length_27611_cov_3.431666	483423	2677701	0.180537
NODE_2358_length_22285_cov_3.238258	849759	4021856	0.211285
NODE_1923_length_23709_cov_3.724100	164154	1549784	0.105921
NODE_2182_length_22843_cov_3.514377	116452	1745513	0.0667151
NODE_1253_length_27006_cov_3.558962	120540	2125394	0.0567142
NODE_2001_length_23456_cov_3.697735	199983	2001417	0.0999207
NODE_2929_length_20685_cov_3.981881	225727	1772873	0.127323
NODE_2383_length_22208_cov_3.370121	425548	3144032	0.135351
NODE_2547_length_21728_cov_3.388367	314955	2000177	0.157464
NODE_345_length_37471_cov_3.495933	291506	3053872	0.0954546
NODE_2733_length_21227_cov_3.523381	300106	1867282	0.160718
NODE_1612_length_25008_cov_3.419527	741129	3182184	0.232899
NODE_2010_length_23440_cov_3.802365	745139	5084884	0.14654
NODE_776_length_30797_cov_3.711121	239897	2328186	0.10304
NODE_871_length_29760_cov_3.986379	299689	2448267	0.122409
NODE_2140_length_23027_cov_3.364663	127006	1761947	0.0720828
NODE_2365_length_22276_cov_3.995310	131943	1720553	0.0766864
NODE_958_length_29141_cov_3.558570	301181	2281636	0.132002
NODE_2564_length_21692_cov_3.902422	120120	1732839	0.0693198
NODE_39_length_57302_cov_3.953359	395893	4500456	0.0879673
NODE_1079_length_28144_cov_4.804564	550103	4331237	0.127008
NODE_2011_length_23433_cov_4.234508	61735	1696630	0.0363868
NODE_2881_length_20802_cov_3.910013	62358	1576015	0.0395669
NODE_1242_length_27058_cov_3.832709	470649	5331448	0.0882779
NODE_2787_length_21070_cov_3.862334	66868	1527442	0.0437778
NODE_3091_length_20310_cov_3.313592	197008	1628627	0.120966
NODE_3034_length_20435_cov_3.317467	181062	1556645	0.116316
NODE_2665_length_21424_cov_3.353482	166314	1709311	0.0972989
NODE_358_length_37236_cov_3.654496	344665	3099742	0.111192
NODE_202_length_41616_cov_3.134041	481934	3137445	0.153607
NODE_1159_length_27617_cov_3.857366	120180	2038629	0.0589514
NODE_242_length_40221_cov_3.521833	333473	3486977	0.0956338
NODE_916_length_29424_cov_3.736607	256423	2553117	0.100435
NODE_822_length_30274_cov_3.313041	209126	2402475	0.0870461
NODE_2422_length_22090_cov_3.244873	122478	1489847	0.0822084
NODE_896_length_29571_cov_3.489244	234014	2323043	0.100736
NODE_2740_length_21214_cov_3.480038	182407	1673710	0.108984
NODE_410_length_35885_cov_3.477449	239411	2709062	0.0883741
NODE_781_length_30771_cov_3.894529	329304	2808092	0.11727
NODE_764_length_30898_cov_3.315367	207345	2293478	0.0904064
NODE_165_length_42797_cov_3.609185	416138	3347557	0.124311
NODE_2793_length_21055_cov_3.545333	102908	1561961	0.0658838
NODE_1522_length_25482_cov_3.668558	109315	1891494	0.0577929
NODE_2184_length_22837_cov_3.554710	366225	2435182	0.150389
NODE_421_length_35708_cov_4.088377	543149	3505320	0.15495
NODE_1649_length_24884_cov_3.999597	129557	1873330	0.0691587
NODE_1007_length_28726_cov_3.415552	442484	2654650	0.166683
NODE_2059_length_23303_cov_3.934882	157612	1804861	0.0873264
NODE_3023_length_20460_cov_3.401650	146368	1723790	0.0849106
NODE_395_length_36084_cov_3.892316	629575	3626885	0.173586
NODE_1081_length_28130_cov_3.763726	142981	2128201	0.067184
NODE_1383_length_26201_cov_3.644931	132011	1988808	0.0663769
NODE_2124_length_23071_cov_3.420904	133637	1584563	0.0843368
NODE_408_length_35890_cov_3.629460	179007	2502020	0.071545
NODE_1390_length_26153_cov_3.469602	159804	2110625	0.0757141
NODE_2499_length_21864_cov_3.308155	281663	1849266	0.152311
NODE_1679_length_24736_cov_3.894184	1038804	10362347	0.100248
NODE_2312_length_22450_cov_3.672050	286127	1916360	0.149308
NODE_3018_length_20467_cov_3.255352	217951	1600076	0.136213
NODE_710_length_31562_cov_3.671424	173663	2457155	0.0706765
NODE_6_length_75918_cov_3.610362	361667	5592964	0.0646646
NODE_2198_length_22788_cov_3.357971	557896	2957359	0.188647
NODE_2528_length_21795_cov_3.751337	192108	1800838	0.106677
NODE_1063_length_28260_cov_3.450162	229739	2330801	0.0985665
NODE_2556_length_21715_cov_3.460677	280052	2440034	0.114774
NODE_1499_length_25631_cov_3.780237	454649	3224999	0.140976
NODE_2041_length_23343_cov_3.708312	278600	2375826	0.117264
NODE_1614_length_25006_cov_3.094953	426710	3282564	0.129993
NODE_1307_length_26637_cov_3.719346	156713	2036626	0.0769474
NODE_2853_length_20894_cov_3.275643	2165839	10213658	0.212053
NODE_1725_length_24570_cov_3.230436	4455689	7934142	0.561584
NODE_1384_length_26196_cov_3.573706	166736	1992551	0.0836797
NODE_785_length_30724_cov_3.653388	752377	5752812	0.130784
NODE_1434_length_25952_cov_3.362550	192352	2043379	0.0941343
NODE_2275_length_22541_cov_3.287096	253862	1870161	0.135743
NODE_1146_length_27660_cov_3.597983	316543	2980110	0.106219
NODE_1776_length_24391_cov_3.993743	289619	2040375	0.141944
NODE_3074_length_20340_cov_3.533076	152414	1633781	0.0932891
NODE_641_length_32166_cov_3.438738	549102	3413876	0.160844
NODE_2488_length_21894_cov_3.445010	514193	2739946	0.187665
NODE_3077_length_20335_cov_3.270607	282998	1844346	0.153441
NODE_3226_length_20049_cov_3.714987	126541	1429614	0.0885141
NODE_1737_length_24538_cov_3.681452	344697	2307977	0.14935
NODE_1588_length_25136_cov_3.118664	378691	2424181	0.156214
NODE_2660_length_21438_cov_3.339754	2041539	6161521	0.331337
NODE_204_length_41437_cov_3.385118	349228	3735474	0.0934896
NODE_2418_length_22103_cov_3.522632	142450	1753796	0.0812238
NODE_880_length_29690_cov_3.393194	352912	2633019	0.134033
NODE_372_length_36771_cov_3.200098	403251	3066962	0.131482
NODE_2885_length_20796_cov_3.484466	261728	1805699	0.144946
NODE_3030_length_20453_cov_3.393338	122940	1400413	0.0877884
NODE_1850_length_24034_cov_3.733194	127300	1944878	0.065454
NODE_64_length_51776_cov_3.985197	607861	4521743	0.134431
NODE_859_length_29878_cov_3.202223	372776	2541362	0.146684
NODE_347_length_37442_cov_3.486303	627569	3974103	0.157915
NODE_3009_length_20495_cov_3.342861	210436	1711387	0.122962
NODE_1346_length_26390_cov_3.411662	429019	2745826	0.156244
NODE_1300_length_26700_cov_3.528364	107892	1954213	0.0552099
NODE_2125_length_23065_cov_3.572716	215264	1771747	0.121498
NODE_1050_length_28346_cov_3.383722	225561	2171742	0.103862
NODE_1741_length_24529_cov_3.116865	473194	2530965	0.186962
NODE_277_length_39290_cov_4.725957	988520	7470994	0.132314
NODE_2726_length_21237_cov_3.432586	207483	2084058	0.0995572
NODE_93_length_48016_cov_3.484442	364202	3859264	0.0943708
NODE_1563_length_25274_cov_3.567666	202048	1901972	0.106231
NODE_1546_length_25350_cov_3.363748	296449	2034398	0.145718
NODE_514_length_34002_cov_3.673657	210813	2446056	0.0861849
NODE_2694_length_21353_cov_3.795050	483525	2688730	0.179834
NODE_1285_length_26785_cov_3.731545	220865	2108389	0.104755
NODE_2578_length_21669_cov_3.551089	247915	2156629	0.114955
NODE_758_length_30957_cov_3.606682	344373	2504781	0.137486
NODE_189_length_42224_cov_3.877056	295932	3247105	0.0911372
NODE_842_length_30063_cov_3.189461	242234	2180191	0.111107
NODE_2284_length_22526_cov_3.688144	182407	1915669	0.0952184
NODE_1115_length_27836_cov_3.964416	318992	2350912	0.135689
NODE_1572_length_25234_cov_2.979272	212837	1994001	0.106739
NODE_937_length_29277_cov_3.335767	330460	2539434	0.130131
NODE_791_length_30673_cov_3.311801	449597	2998792	0.149926
NODE_2465_length_21979_cov_3.957633	275583	2321568	0.118706
NODE_1991_length_23474_cov_3.612706	131320	1871690	0.0701612
NODE_1078_length_28159_cov_3.481646	709772	4047848	0.175346
NODE_2882_length_20801_cov_3.351512	208262	1715672	0.121388
NODE_3012_length_20485_cov_3.475621	87831	1416304	0.0620142
NODE_1853_length_24013_cov_3.721084	182619	1906821	0.0957714
NODE_153_length_43494_cov_3.824749	383586	3497971	0.10966
NODE_1790_length_24350_cov_3.240650	260651	2175743	0.119799
NODE_3057_length_20366_cov_3.831351	81936	1515455	0.0540669
NODE_466_length_34745_cov_3.912688	161877	2513480	0.0644035
NODE_3115_length_20262_cov_3.629271	204892	2019775	0.101443
NODE_1660_length_24832_cov_3.767153	121261	1742597	0.0695864
NODE_2256_length_22609_cov_3.615948	235750	1892621	0.124563
NODE_264_length_39637_cov_3.850524	301940	3111749	0.0970322
NODE_2089_length_23215_cov_3.278768	238056	1981566	0.120135
NODE_2408_length_22149_cov_5.104036	763982	5037595	0.151656
NODE_3168_length_20175_cov_3.600219	104797	1426056	0.0734873
NODE_996_length_28792_cov_3.957725	183339	2406213	0.076194
NODE_2834_length_20945_cov_3.759954	105999	1485840	0.0713394
NODE_177_length_42503_cov_4.064852	253698	3206385	0.0791228
NODE_411_length_35877_cov_3.370507	510255	3088557	0.165208
NODE_2987_length_20553_cov_3.672631	687827	3023082	0.227525
NODE_154_length_43475_cov_3.815728	185533	3125941	0.0593527
NODE_2431_length_22073_cov_3.105625	214736	1765067	0.121659
NODE_1458_length_25838_cov_3.402463	792343	4613542	0.171743
NODE_2957_length_20624_cov_3.611303	67451	1526120	0.0441977
NODE_1320_length_26547_cov_3.567793	439672	3027903	0.145207
NODE_617_length_32551_cov_3.209016	307950	2819258	0.109231
NODE_1621_length_24984_cov_3.527024	503057	2556610	0.196767
NODE_714_length_31479_cov_3.683971	126750	2324413	0.0545299
NODE_939_length_29271_cov_3.823941	456497	2815630	0.16213
NODE_2662_length_21435_cov_3.532387	647156	3219407	0.201017
NODE_1651_length_24869_cov_3.191845	236308	2117649	0.11159
NODE_2063_length_23296_cov_3.365306	287245	1964232	0.146238
NODE_632_length_32248_cov_3.932968	232814	2568541	0.0906406
NODE_636_length_32219_cov_3.719925	184978	2397071	0.0771683
NODE_1220_length_27222_cov_3.688383	214866	2102542	0.102193
NODE_2888_length_20791_cov_3.628262	82820	1611618	0.0513893
NODE_2273_length_22542_cov_4.082966	89982	1610797	0.0558618
NODE_1342_length_26455_cov_3.289687	213599	2147930	0.0994441
NODE_2287_length_22515_cov_3.192095	148542	1677632	0.0885427
NODE_733_length_31165_cov_3.432853	122703	2244163	0.0546765
NODE_164_length_42851_cov_3.609609	397440	3386547	0.117358
NODE_2815_length_20996_cov_3.566301	163186	1982291	0.0823219
NODE_168_length_42730_cov_3.695105	340537	3406845	0.0999567
NODE_826_length_30244_cov_3.584309	269717	2325128	0.116001
NODE_1243_length_27058_cov_3.508661	211419	2048636	0.1032
NODE_487_length_34423_cov_3.595851	209884	2472011	0.0849042
NODE_771_length_30827_cov_3.232394	400676	3257689	0.122994
NODE_1528_length_25436_cov_3.431188	343965	2079531	0.165405
NODE_1561_length_25280_cov_3.607641	136508	1872498	0.0729015
NODE_778_length_30793_cov_3.292207	611579	2981760	0.205107
NODE_1491_length_25661_cov_3.652688	4702928	25572231	0.183908
NODE_2093_length_23206_cov_3.592245	492291	2255837	0.21823
NODE_3028_length_20455_cov_3.066221	145345	1526706	0.0952017
NODE_292_length_38849_cov_3.633445	155065	2834103	0.054714
NODE_1947_length_23645_cov_3.407330	281269	2143250	0.131235
NODE_1655_length_24844_cov_3.550293	440620	2652368	0.166123
NODE_2209_length_22758_cov_3.893376	201322	1918725	0.104925
NODE_2984_length_20559_cov_3.414614	238060	1742408	0.136627
NODE_620_length_32458_cov_3.205136	220062	2517104	0.0874267
NODE_1044_length_28386_cov_3.335596	244006	2137390	0.114161
NODE_568_length_33274_cov_4.430023	280294	2789543	0.10048
NODE_1742_length_24526_cov_4.052892	114901	1824435	0.0629789
NODE_2510_length_21834_cov_3.976582	83890	1555317	0.0539376
NODE_1687_length_24692_cov_2.708698	682818	3302965	0.206729
NODE_2103_length_23162_cov_3.756103	211661	1985745	0.10659
NODE_2699_length_21327_cov_3.182966	1215262	4498313	0.27016
NODE_2792_length_21060_cov_3.203521	586034	3855049	0.152017
NODE_1033_length_28478_cov_3.597096	250749	2344551	0.10695
NODE_3152_length_20204_cov_3.620443	451929	2474166	0.182659
NODE_1097_length_28026_cov_3.729581	180795	2131153	0.0848344
NODE_1488_length_25664_cov_3.617954	84728	1761124	0.0481102
NODE_1084_length_28104_cov_3.508909	226713	2512523	0.0902332
NODE_2130_length_23054_cov_3.563886	217629	1789485	0.121615
NODE_2265_length_22572_cov_3.118453	235706	1785627	0.132002
NODE_3206_length_20089_cov_4.768084	827515	5381563	0.153769
NODE_2417_length_22106_cov_3.981869	85914	1623467	0.0529201
NODE_691_length_31753_cov_3.215297	663699	3405590	0.194885
NODE_2537_length_21762_cov_3.914462	234294	1858121	0.126092
NODE_2098_length_23188_cov_4.296158	143253	1787442	0.0801441
NODE_479_length_34501_cov_3.298500	179353	2369764	0.0756839
NODE_2757_length_21147_cov_3.662011	160669	962742	0.166887
NODE_357_length_37244_cov_3.712209	405167	3163246	0.128086
NODE_2803_length_21019_cov_3.350239	151700	1560219	0.0972299
NODE_899_length_29558_cov_3.460844	243129	2366402	0.102742
NODE_794_length_30654_cov_3.739552	354298	2371769	0.149381
NODE_947_length_29209_cov_3.884679	159832	2211718	0.072266
NODE_488_length_34413_cov_3.695168	336347	2870189	0.117186
NODE_2392_length_22188_cov_3.931187	295855	2096332	0.14113
NODE_307_length_38514_cov_3.740492	223180	3156731	0.0706997
NODE_2329_length_22383_cov_4.156435	202458	1818331	0.111343
NODE_1469_length_25773_cov_3.933824	1846628	6390023	0.288986
NODE_1060_length_28278_cov_3.752049	119104	2177750	0.0546913
NODE_615_length_32567_cov_3.433966	201984	2511423	0.0804261
NODE_560_length_33381_cov_3.451896	658444	3156003	0.208632
NODE_2165_length_22907_cov_3.632892	238538	1913620	0.124653
NODE_2387_length_22196_cov_3.937096	160306	1654798	0.0968735
NODE_2350_length_22306_cov_3.570045	244571	2213198	0.110506
NODE_3156_length_20202_cov_4.126996	77576	1529236	0.0507286
NODE_2623_length_21507_cov_3.711837	423581	2886942	0.146723
NODE_3111_length_20270_cov_3.377968	613368	2304459	0.266166
NODE_603_length_32758_cov_3.515111	176793	2396732	0.0737642
NODE_1174_length_27515_cov_3.768165	124958	1953505	0.0639661
NODE_2645_length_21452_cov_3.784433	81587	1486256	0.0548943
NODE_1824_length_24145_cov_3.587416	151037	1672911	0.0902839
NODE_536_length_33689_cov_3.824323	190280	2649438	0.071819
NODE_506_length_34098_cov_3.635313	228359	2483504	0.0919503
NODE_686_length_31791_cov_3.241607	568277	3420898	0.166119
NODE_3169_length_20173_cov_2.797997	293064	1822523	0.160801
NODE_1019_length_28647_cov_3.452606	189631	2113355	0.0897298
NODE_1130_length_27750_cov_3.924704	367318	2630799	0.139622
NODE_2476_length_21957_cov_3.033535	277752	1824198	0.15226
NODE_2411_length_22131_cov_3.224628	223162	1837583	0.121443
NODE_305_length_38567_cov_3.574114	2259432	12211065	0.185032
NODE_2177_length_22867_cov_3.262605	94802	1762399	0.0537915
NODE_970_length_29035_cov_3.026921	1368435	6192012	0.221
NODE_1978_length_23523_cov_3.476904	151655	1829411	0.0828983
NODE_76_length_50488_cov_4.109468	706587	5496508	0.128552
NODE_2301_length_22464_cov_3.075162	235472	1851575	0.127174
NODE_2907_length_20744_cov_3.297748	114329	1414412	0.0808315
NODE_1605_length_25027_cov_3.564586	1163045	12369257	0.0940271
NODE_1345_length_26392_cov_3.219450	443137	2526686	0.175383
NODE_554_length_33485_cov_3.282394	682459	3651032	0.186922
NODE_1213_length_27242_cov_3.425524	310885	2429780	0.127948
NODE_297_length_38712_cov_3.737809	355476	3143636	0.113078
NODE_2609_length_21564_cov_3.183089	120401	1700149	0.0708179
NODE_1310_length_26619_cov_3.428130	133958	2209701	0.0606227
NODE_1622_length_24982_cov_3.700076	112255	1824490	0.0615268
NODE_49_length_54828_cov_3.684738	296023	4102501	0.0721567
NODE_1216_length_27228_cov_3.355302	857438	6002808	0.142839
NODE_1266_length_26938_cov_3.599762	153741	1944858	0.07905
NODE_2621_length_21508_cov_3.533140	143493	1765461	0.0812779
NODE_271_length_39475_cov_3.692782	187315	2949679	0.0635035
NODE_948_length_29204_cov_4.114482	107461	2189726	0.0490751
NODE_828_length_30235_cov_3.849449	166397	2211167	0.075253
NODE_1176_length_27508_cov_3.209019	320042	2370453	0.135013
NODE_1592_length_25107_cov_3.302743	285600	2107477	0.135517
NODE_1027_length_28562_cov_3.403471	168092	2187089	0.0768565
NODE_1732_length_24554_cov_4.017420	134989	2205901	0.0611945
NODE_214_length_41232_cov_3.405101	950540	7660496	0.124083
NODE_2777_length_21098_cov_3.748702	1597282	10659081	0.149852
NODE_117_length_45685_cov_3.779340	337707	3561004	0.0948348
NODE_2300_length_22472_cov_3.483306	269320	1853185	0.145328
NODE_2070_length_23266_cov_3.094186	107472	1621407	0.0662832
NODE_1009_length_28717_cov_3.504018	461409	3740839	0.123344
NODE_306_length_38543_cov_3.670924	587962	3920917	0.149955
NODE_1085_length_28103_cov_3.809063	247866	2409931	0.102852
NODE_1461_length_25829_cov_3.183405	248332	2051603	0.121043
